name,type,website,headquarters,aliases,legal_entities,partners
Hanse Ventures,vc,https://hanseventures.com,,Hanse Ventures;Hanse,Hanse Ventures GmbH;Hanse Ventures LP,Maaß Jochen;Marlen Kempe;Kai Böhme;Sebastian Schulz
Village Capital,vc,https://vilcap.com,,Village Capital;Village,Village Capital GmbH;Village Capital LP,Marta Zaccagnini;Ben Younkman;Sean Siegrist;Angus Crombie;Kavon Badie
Capacura,vc,https://capacura.de,,Capacura,Capacura GmbH,Jasper Schlump;Capacura GmbH;Ingo Dahm;Anojan Paramsothy;Marion Reichel
VOYAGERS.IO,vc,https://voyagers.io,,VOYAGERS.IO,VOYAGERS.IO GmbH,Julia Zhou;David Rowan;Mariana Martins;Oliver Yorke
Yunus Social Business,vc,https://yunussb.com,,Yunus Social Business;Yunus,Yunus Social Business GmbH,Daniel Nowack;Emily Kerger;Saskia Bruysten
awesome capital,vc,https://awesome.cc,,awesome capital;awesome,awesome capital GmbH,Andreas Winiarski
VentureWave Capital,vc,https://venturewave.com,,VentureWave Capital;VentureWave,VentureWave Capital GmbH;VentureWave Capital LP,Martina von Richter
Impact X Capital Partners,vc,https://impactxcapital.com,,Impact X Capital Partners;Impact,Impact X Capital Partners GmbH;Impact X Capital Partners LP,Ezechi Britton;Yvonne Bajela
Perivoli Innovations,vc,https://perivoliinnovations.com,,Perivoli Innovations;Perivoli,Perivoli Innovations GmbH,
Blue Future Partners GmbH,pe,https://bfp.vc,,Blue Future Partners GmbH;Blue,Blue Future Partners GmbH GmbH;Blue Future Partners GmbH LP,Marco Solinas;Gregor von dem Knesebeck;Florian Zeise;Anton Kabisch;Philipp von dem Knesebeck
BlueOrchard Finance S A,vc,https://blueorchard.com,,BlueOrchard Finance S A;BlueOrchard,BlueOrchard Finance S A GmbH,Melchior De Muralt
BMW Foundation Herbert Quandt,vc,https://bmw-foundation.org,,BMW Foundation Herbert Quandt,BMW Foundation Herbert Quandt GmbH,Ivo Degn;Bennet Barth;Ilka Hennet;Frank Niederländer;Kerstin von Aretin
Engine No. 1,vc,https://engine1.com,,Engine No. 1;Engine,Engine No. 1 GmbH,
Müller Medien GmbH & Co. KG,cvc,https://mueller-medien.com,,Müller Medien GmbH & Co. KG;Müller,Müller Medien GmbH & Co. KG GmbH,Michael Oschmann;Coletta Ariane;Kerschensteiner Verena
Rewe Group,cvc,https://rewe-group.com,,Rewe Group;Rewe,Rewe Group GmbH,Stefan Magel;Josef Sanktjohanser;Eva Euteneuer;Patrick Lambertz;Nicola Tanaskovic
MAZE,vc,https://maze-impact.com,,MAZE,MAZE GmbH,Rita Casimiro;Antonio Miguel;Jonas Finkele;Julian Mc Namara;Ângela Silva
Start Ventures,vc,https://startventures.vc,,Start Ventures;Start,Start Ventures GmbH;Start Ventures LP,Rafik Shamsudin
Primo Ventures,vc,https://primo.vc,,Primo Ventures;Primo,Primo Ventures GmbH;Primo Ventures LP,Federico Cuppoloni;Federico Cuppoloni
Triginta Capital,vc,https://triginta-capital.com,,Triginta Capital;Triginta,Triginta Capital GmbH;Triginta Capital LP,Kay Kaymer
STOFF2 GmbH,vc,https://stoff2.com,,STOFF2 GmbH;STOFF2,STOFF2 GmbH GmbH,Dr. Christian Friebe;Sebastian Sipp;Andrew Zwinkels
FairVC,vc,https://fairvc.com,,FairVC,FairVC GmbH,NoName Nn@fairvc.com
NET ZERO VENTURES,vc,https://nzventures.vc,,NET ZERO VENTURES,NET ZERO VENTURES GmbH,Carlos Gonzalez;Natalia Ruiz Saez
Newtrail Capital,vc,https://newtrail.capital,,Newtrail Capital;Newtrail,Newtrail Capital GmbH;Newtrail Capital LP,Claas Helmke;Claas Helmke
Katapult,vc,https://katapult.vc,,Katapult,Katapult GmbH,Linn-Cecilie Linnemann
PropTech1 Ventures,vc,https://pt1.vc,,PropTech1 Ventures;PropTech1,PropTech1 Ventures GmbH;PropTech1 Ventures LP,Klara Ritter
Planeteer Capital,vc,https://planeteercapital.com,,Planeteer Capital;Planeteer,Planeteer Capital GmbH;Planeteer Capital LP,Sophie Purdom
Henkel dx Ventures,cvc,https://henkeldxventures.com,,Henkel dx Ventures;Henkel,Henkel dx Ventures GmbH;Henkel dx Ventures LP,Tobias Botenwerfer;Nora Timme
HM Group Ventures,cvc,https://hmgroupventures.com,,HM Group Ventures,HM Group Ventures GmbH;HM Group Ventures LP,Kathy Gromotka
AP Ventures,vc,https://apventuresllp.com,,AP Ventures,AP Ventures GmbH;AP Ventures LP,Michelle Robson;Risei Goto;James Diaz-Sokoloff;Kosuke Kobayashi
Konvoy Ventures,vc,https://konvoy.vc,,Konvoy Ventures;Konvoy,Konvoy Ventures GmbH;Konvoy Ventures LP,NoName Carly@konvoy.vc
Jump Capital,vc,https://jumpcap.com,,Jump Capital;Jump,Jump Capital GmbH;Jump Capital LP,Ola Jewusiak
LOVE VENTURES,vc,https://loveventures.co.uk,,LOVE VENTURES;LOVE,LOVE VENTURES GmbH,Alice Knibbs
Block by Block Capital,vc,https://bxbcapital.com,,Block by Block Capital;Block,Block by Block Capital GmbH;Block by Block Capital LP,Alex Friedberg;Jj Petersen
Binomial Ventures,vc,https://binomial.vc,,Binomial Ventures;Binomial,Binomial Ventures GmbH;Binomial Ventures LP,Diogo Alves
Gazelle Capital,vc,https://gazelle.capital,,Gazelle Capital;Gazelle,Gazelle Capital GmbH;Gazelle Capital LP,Adrian Bjurefalk
LatinxVC,vc,https://latinxvcs.com,,LatinxVC,LatinxVC GmbH,Julia Servin
Skyview Ventures,vc,https://skyviewventures.com,,Skyview Ventures;Skyview,Skyview Ventures GmbH;Skyview Ventures LP,Nicholas Lyos
Dock 4 Capital,vc,https://dock4-capital.com,,Dock 4 Capital;Dock,Dock 4 Capital GmbH;Dock 4 Capital LP,Stefan Peters;Stefan Peters
Camber Creek,vc,https://cambercreek.com,,Camber Creek;Camber,Camber Creek GmbH,Jean-Paul Bowgen
Provimi,vc,https://cargill.com,,Provimi,Provimi GmbH,Caio Malufe;Ben Allinder;Bruno Meireles de Sousa
Dorm Room Fund,vc,https://dormroomfund.com,,Dorm Room Fund;Dorm,Dorm Room Fund GmbH,Andrew Yu
NovaCapital,vc,https://novacapital.eu,,NovaCapital,NovaCapital GmbH;NovaCapital LP,Marco Costantini;Carlo Ravina
apex-vc.com,vc,https://apex-vc.com,,apex-vc.com,apex-vc.com GmbH,Wolfgang Neubert
ASIF Ventures,vc,https://asif.ventures,,ASIF Ventures;ASIF,ASIF Ventures GmbH;ASIF Ventures LP,Helen Keiper
Dubai Future District Fund,vc,https://dfdf.vc,,Dubai Future District Fund;Dubai,Dubai Future District Fund GmbH,Labin Dana
PE&VC Club University of St.Gallen,vc,https://pevcclub.ch,,PE&VC Club University of St.Gallen;PE&VC,PE&VC Club University of St.Gallen GmbH,Konstantin Will;VincentCornelius Schultz
Paine Schwartz Partners,vc,https://paineschwartz.com,,Paine Schwartz Partners;Paine,Paine Schwartz Partners GmbH;Paine Schwartz Partners LP,
Visionary Private Equity Group,vc,https://visionaryprivateequitygroup.com,,Visionary Private Equity Group;Visionary,Visionary Private Equity Group GmbH,Karen Korponai
PYM - the Conscious Investors' Community,vc,https://pym.nu,,PYM - the Conscious Investors' Community,PYM - the Conscious Investors' Community GmbH,Frank Van Beuningen;Frank van Beuningen
Brick & Mortar Ventures,vc,https://brickmortar.vc,,Brick & Mortar Ventures;Brick,Brick & Mortar Ventures GmbH;Brick & Mortar Ventures LP,Guillaume Bazouin
Trucks Venture Capital,vc,https://trucks.vc,,Trucks Venture Capital;Trucks,Trucks Venture Capital GmbH;Trucks Venture Capital LP,Reilly Brennan
Mubadala Ventures,vc,,,Mubadala Ventures;Mubadala,Mubadala Ventures GmbH;Mubadala Ventures LP,James Peck;Alaa Halawa
Fgpartners,vc,https://fairgreencapitalpartners.com,,Fgpartners,Fgpartners GmbH,Tereza Stranska
Broadhaven Ventures,vc,https://broadhaven.vc,,Broadhaven Ventures;Broadhaven,Broadhaven Ventures GmbH;Broadhaven Ventures LP,Michael Sidgmore
Via ID,cvc,https://via-id.com,,Via ID,Via ID GmbH,David Schwarz;Romain Lafitte;Clément Guillemot
AlbionVC,vc,https://albion.vc,,AlbionVC,AlbionVC GmbH,David Grimm;Lauren Apostolidis;Ekaterina Pogudina;Jane Reddin;Adam Chirkowski
Activant Capital,vc,https://activantcapital.com,,Activant Capital;Activant,Activant Capital GmbH;Activant Capital LP,Steve Sarracino
Deeptech Seed Fund,vc,https://deeptechseedfund.com,,Deeptech Seed Fund;Deeptech,Deeptech Seed Fund GmbH,Pearse Coyle
Silver Lake Sumeru,vc,https://silverlake.com,,Silver Lake Sumeru;Silver,Silver Lake Sumeru GmbH,Carrie Braddock
Viega Holding GmbH & Co. KG,cvc,https://viega.com,,Viega Holding GmbH & Co. KG;Viega,Viega Holding GmbH & Co. KG GmbH,Tobias Hasenjaeger;Tobias Hasenjäger
WaterBridge Ventures,vc,https://waterbridge.vc,,WaterBridge Ventures;WaterBridge,WaterBridge Ventures GmbH;WaterBridge Ventures LP,Raj Datta
Ankur Capital,vc,https://ankurcapital.com,,Ankur Capital;Ankur,Ankur Capital GmbH;Ankur Capital LP,Vishal Katariya
LocalGlobe,vc,https://localglobe.vc,,LocalGlobe,LocalGlobe GmbH,Ophelia Cai;Ferdinando Sigona;Daisey Hearne
B Capital Group,vc,https://bcapgroup.com,,B Capital Group,B Capital Group GmbH;B Capital Group LP,Heng Teo
VAERING,vc,https://vaering.de,,VAERING,VAERING GmbH,Moritz Koch
Achleitner,vc,https://achleitner.ventures,,Achleitner,Achleitner GmbH,Thomas Lange
DZ BANK,vc,https://dzbank.de,,DZ BANK,DZ BANK GmbH,Frank Scheidig;Pratsch Marcus
New Mountain Capital,vc,https://newmountaincapital.com,,New Mountain Capital,New Mountain Capital GmbH;New Mountain Capital LP,Ricardo Gonzalez
Springdale Ventures,vc,https://springdaleventures.com,,Springdale Ventures;Springdale,Springdale Ventures GmbH;Springdale Ventures LP,Kyle G
BigPi,vc,https://bigpi.vc,,BigPi,BigPi GmbH,Cassandra Kosmidou
7percent Ventures,vc,https://7percent.vc,,7percent Ventures;7percent,7percent Ventures GmbH;7percent Ventures LP,Harry Morgan
Cena Ventures,vc,https://cenaventures.com,,Cena Ventures;Cena,Cena Ventures GmbH;Cena Ventures LP,Jacqueline Engdahl
Theia Ventures,vc,https://theiaventures.com,,Theia Ventures;Theia,Theia Ventures GmbH;Theia Ventures LP,Priya Shah
Planet 9 Venture,vc,https://planet9venture.com,,Planet 9 Venture;Planet,Planet 9 Venture GmbH,Johan Odfjell
Urban Us,vc,https://urban.us,,Urban Us;Urban,Urban Us GmbH,Mark Paris;Mark Paris
Ataraxia,vc,https://ataraxia.vc,,Ataraxia,Ataraxia GmbH,Mike Edelhart
Joyance Partners,vc,https://joyancepartners.com,,Joyance Partners;Joyance,Joyance Partners GmbH;Joyance Partners LP,Mike Edelhart
Elevator Ventures,vc,https://elevator-ventures.com,,Elevator Ventures;Elevator,Elevator Ventures GmbH;Elevator Ventures LP,Maximilian Schausberger
Google Ventures,vc,https://googleventures.com,,Google Ventures;Google,Google Ventures GmbH;Google Ventures LP,
Box Group,vc,https://boxgroupnyc.com,,Box Group,Box Group GmbH,
City Light Capital,vc,https://citylight.vc,,City Light Capital;City,City Light Capital GmbH;City Light Capital LP,
TPG,vc,https://tpg.com,,TPG,TPG GmbH,Hayden Lekacz;Janice Woo
Union Labs,vc,https://unionlabs.com,,Union Labs;Union,Union Labs GmbH,
The Engine,vc,https://engine.xyz,,The Engine,The Engine GmbH,Bela Bogdanovic
Safar Partners,vc,https://safar.partners,,Safar Partners;Safar,Safar Partners GmbH;Safar Partners LP,
Cantos,vc,https://cantos.vc,,Cantos,Cantos GmbH,
Tenacious Ventures,vc,https://tenacious.ventures,,Tenacious Ventures;Tenacious,Tenacious Ventures GmbH;Tenacious Ventures LP,
Sandbox Industries,vc,https://sandboxindustries.com,,Sandbox Industries;Sandbox,Sandbox Industries GmbH,Jessica Scheets;Bryna Coyle
Omnivore,vc,https://omnivore.vc,,Omnivore,Omnivore GmbH,
Greensoil,vc,https://gspv.vc,,Greensoil,Greensoil GmbH,Lisa Wilkinson
FTW Ventures,vc,https://ftw.vc,,FTW Ventures,FTW Ventures GmbH;FTW Ventures LP,
Fall Line Capital,vc,https://fall-line-capital.com,,Fall Line Capital;Fall,Fall Line Capital GmbH;Fall Line Capital LP,
Mudcake (prev. Trellis Road),vc,https://mudcake.com,,Mudcake (prev. Trellis Road);Mudcake,Mudcake (prev. Trellis Road) GmbH,Anna Ottosson
Building Ventures,vc,https://buildingventures.com,,Building Ventures;Building,Building Ventures GmbH;Building Ventures LP,Ceillie Clark-Keane
Activate Capital,vc,https://activate.capital,,Activate Capital;Activate,Activate Capital GmbH;Activate Capital LP,
Wireframe Ventures,vc,https://wireframevc.com,,Wireframe Ventures;Wireframe,Wireframe Ventures GmbH;Wireframe Ventures LP,Allie Mullen
Wellington Management,vc,https://wellington.com,,Wellington Management;Wellington,Wellington Management GmbH,
Virescent Ventures,vc,https://virescent.vc,,Virescent Ventures;Virescent,Virescent Ventures GmbH;Virescent Ventures LP,
Keiki Capital,vc,https://keikicapital.com,,Keiki Capital;Keiki,Keiki Capital GmbH;Keiki Capital LP,
Jeremy and Hannelore Grantham Environmental Trust,vc,https://granthamtrust.org,,Jeremy and Hannelore Grantham Environmental Trust;Jeremy,Jeremy and Hannelore Grantham Environmental Trust GmbH,
Drawdown Fund,vc,https://drawdownfund.com,,Drawdown Fund;Drawdown,Drawdown Fund GmbH,
Capricorn Partners,vc,https://capricorn.be,,Capricorn Partners;Capricorn,Capricorn Partners GmbH;Capricorn Partners LP,Yvette Go;Ludwig Goris;Rob Van Der Meij;Daniel Auriel;Wouter Van de Putte
Transition,vc,https://transition.vc,,Transition,Transition GmbH,Clara Ricard
Azolla Ventures,vc,https://azollaventures.com,,Azolla Ventures;Azolla,Azolla Ventures GmbH;Azolla Ventures LP,
Avaana Capital,vc,https://avaanacapital.com,,Avaana Capital;Avaana,Avaana Capital GmbH;Avaana Capital LP,Swapna Gupta;Swapna Gupta
Boehringer Ingelheim Venture Fund,vc,https://boehringer-ingelheim-venture.com,,Boehringer Ingelheim Venture Fund;Boehringer,Boehringer Ingelheim Venture Fund GmbH,
European Investment Bank,vc,https://eib.org,,European Investment Bank;European,European Investment Bank GmbH,Eva Mayerhofer;Stephen Hart;Samson Jerome;Jeneral Nathalie;Hristo Stoykov
Saarbruecker 21,vc,https://sb21.de,,Saarbruecker 21;Saarbruecker,Saarbruecker 21 GmbH,Robert Maier;Just Beyer;Martin Rost;Lukas Brosseder
Born2Grow,vc,https://born2grow.de,,Born2Grow,Born2Grow GmbH,
Brandenburg Kapital,vc,https://brandenburg-kapital.de,,Brandenburg Kapital;Brandenburg,Brandenburg Kapital GmbH,
APX,vc,https://apx.ac,,APX,APX GmbH,Joerg Rheinboldt;Saskia Roelofs;Onur Can;Robert Martin
IFB Innovationsstarter,vc,https://innovationsstarter.com,,IFB Innovationsstarter,IFB Innovationsstarter GmbH,Christoph Steckhan;Heiko Milde;Paula Stolley;Timo Rauhut;Annette Wurl
BayBG Venture Capital,vc,https://baybg-vc.de,,BayBG Venture Capital;BayBG,BayBG Venture Capital GmbH;BayBG Venture Capital LP,Marcus Gulder;Andreas Heubl
bm-t beteiligungsmanagement thuringen,vc,https://bm-t.com,,bm-t beteiligungsmanagement thuringen;bm-t,bm-t beteiligungsmanagement thuringen GmbH,Stephan Beier
AM Ventures,vc,https://amventures.com,,AM Ventures,AM Ventures GmbH;AM Ventures LP,
TGFS - Technologiegründerfonds Sachsen,vc,https://tgfs.de,,TGFS - Technologiegründerfonds Sachsen;TGFS,TGFS - Technologiegründerfonds Sachsen GmbH,
bmp Ventures,vc,https://bmp.com,,bmp Ventures,bmp Ventures GmbH;bmp Ventures LP,David Stuck;Oliver Borrmann;Philipp Kopp
Marvelous,vc,https://marvelous.science,,Marvelous,Marvelous GmbH,Philipp Buddemeier;Lia Schmökel;Chris Lindener;Chris Heyer;Christian Lindener
Upendo,vc,https://upendo.capital,,Upendo,Upendo GmbH,Lena Lemcke
MassMutual Ventures Southeast Asia (MMV SEA),vc,https://massmutualventures.com,,MassMutual Ventures Southeast Asia (MMV SEA);MassMutual,MassMutual Ventures Southeast Asia (MMV SEA) GmbH;MassMutual Ventures Southeast Asia (MMV SEA) LP,Samantha Santaniello
Digital Currency Group,vc,https://dcg.co,,Digital Currency Group;Digital,Digital Currency Group GmbH,Aaron Fu
Dream VC Fellowship,vc,https://dream-vc.com,,Dream VC Fellowship;Dream,Dream VC Fellowship GmbH,Moses Waweru
Slingshot Ventures,vc,https://slingshot.ventures,,Slingshot Ventures;Slingshot,Slingshot Ventures GmbH;Slingshot Ventures LP,Constance Scholten
OVNI Capital,vc,https://ovnicap.com,,OVNI Capital;OVNI,OVNI Capital GmbH;OVNI Capital LP,Augustin Sayer
Sorenson Ventures,vc,https://sorensoncapital.com,,Sorenson Ventures;Sorenson,Sorenson Ventures GmbH;Sorenson Ventures LP,Erin Halbrecht
Mätch.vc,vc,https://maetch.vc,,Mätch.vc,Mätch.vc GmbH,Tim Gegg
New Enterprise Associates,vc,https://nea.com,,New Enterprise Associates,New Enterprise Associates GmbH,
Morningside Group,vc,https://morningside.com,,Morningside Group;Morningside,Morningside Group GmbH,
Flagship Pioneering,vc,https://flagshippioneering.com,,Flagship Pioneering;Flagship,Flagship Pioneering GmbH,
Canaan Partners,vc,https://canaan.com,,Canaan Partners;Canaan,Canaan Partners GmbH;Canaan Partners LP,
ARCH Venture Partners,vc,https://archventure.com,,ARCH Venture Partners;ARCH,ARCH Venture Partners GmbH;ARCH Venture Partners LP,
F-Prime Capital,vc,https://fprimecapital.com,,F-Prime Capital;F-Prime,F-Prime Capital GmbH;F-Prime Capital LP,
Venrock,vc,https://venrock.com,,Venrock,Venrock GmbH,
OrbiMed,vc,https://orbimed.com,,OrbiMed,OrbiMed GmbH,
Casdin Capital,vc,https://casdincapital.com,,Casdin Capital;Casdin,Casdin Capital GmbH;Casdin Capital LP,
RA Capital Management,vc,https://racap.com,,RA Capital Management,RA Capital Management GmbH;RA Capital Management LP,
Thia Ventures,vc,https://thia.ventures,,Thia Ventures;Thia,Thia Ventures GmbH;Thia Ventures LP,Bart Van Hooland;Pierre-Mathieu Pélissier
New Crop Capital,vc,https://newcropcapital.com,,New Crop Capital,New Crop Capital GmbH;New Crop Capital LP,
Good Startup,vc,https://goodstartup.com,,Good Startup;Good,Good Startup GmbH,
PeakBridge,vc,https://peakbridgepartners.com,,PeakBridge,PeakBridge GmbH,
Collide Capital,vc,https://collidecap.com,,Collide Capital;Collide,Collide Capital GmbH;Collide Capital LP,Elias Mufarech
IQ Capital,vc,https://iqcapital.vc,,IQ Capital,IQ Capital GmbH;IQ Capital LP,Kerry Baldwin
Cambridge Innovation Capital,vc,https://cic.vc,,Cambridge Innovation Capital;Cambridge,Cambridge Innovation Capital GmbH;Cambridge Innovation Capital LP,
Big Idea Ventures,vc,https://bigideaventures.com,,Big Idea Ventures,Big Idea Ventures GmbH;Big Idea Ventures LP,Frankie Fox;Caroline Mak;Marion Bazille
BDC,vc,https://bdc.ca,,BDC,BDC GmbH,Morand Charles;Jean-Benoit Aubé;Jean-Michel Jean Jean Jean Jean Jean Jean Jean Domard;Ann Girard;Edmée Métivier
Avesta Fund,vc,https://avesta.fund,,Avesta Fund;Avesta,Avesta Fund GmbH,
Arborview Capital,vc,https://arborviewcapital.com,,Arborview Capital;Arborview,Arborview Capital GmbH;Arborview Capital LP,
American Family Insurance Institute for Corporate and Social Impact,vc,https://amfaminstitute.com,,American Family Insurance Institute for Corporate and Social Impact;American,American Family Insurance Institute for Corporate and Social Impact GmbH,
Aligned Climate Capital,vc,https://alignedclimatecapital.com,,Aligned Climate Capital;Aligned,Aligned Climate Capital GmbH;Aligned Climate Capital LP,Nneka Uzoh
Ajax Strategies,vc,https://ajaxinvestmentstrategies.com,,Ajax Strategies;Ajax,Ajax Strategies GmbH,
Airbus Ventures,vc,https://airbusventures.vc,,Airbus Ventures;Airbus,Airbus Ventures GmbH;Airbus Ventures LP,
Archer Daniels Midland Company,vc,https://adm.com,,Archer Daniels Midland Company;Archer,Archer Daniels Midland Company GmbH,
Project Sandwater,vc,https://sandwater.com,,Project Sandwater;Project,Project Sandwater GmbH,Kristian Melhuus;Morten Korsveien
Refactor Capital,vc,https://refactor.com,,Refactor Capital;Refactor,Refactor Capital GmbH;Refactor Capital LP,
OvertureClimateVC,vc,https://overture.eco,,OvertureClimateVC,OvertureClimateVC GmbH,Shomik Dutta
MUUS CLIMATE PARTNERS,vc,https://muusclimate.com,,MUUS CLIMATE PARTNERS;MUUS,MUUS CLIMATE PARTNERS GmbH,
"MacKinnon, Bennett & Company",vc,https://mkbandco.com,,"MacKinnon, Bennett & Company;MacKinnon,","MacKinnon, Bennett & Company GmbH",
Keyframe Capital Partners,vc,https://keyframecapital.com,,Keyframe Capital Partners;Keyframe,Keyframe Capital Partners GmbH;Keyframe Capital Partners LP,
Energy Revolution Ventures,vc,https://er-v.io,,Energy Revolution Ventures;Energy,Energy Revolution Ventures GmbH;Energy Revolution Ventures LP,
Energy Innovation Capital,vc,https://energyinnovationcapital.com,,Energy Innovation Capital;Energy,Energy Innovation Capital GmbH;Energy Innovation Capital LP,
Energize Capital,vc,https://energizecap.com,,Energize Capital;Energize,Energize Capital GmbH;Energize Capital LP,
Eneco,vc,https://eneco.co.uk,,Eneco,Eneco GmbH,
EDF,vc,https://edf.com,,EDF,EDF GmbH,
S2G Ventures,vc,https://s2gventures.com,,S2G Ventures,S2G Ventures GmbH;S2G Ventures LP,Kevin O'Shaughnessy
BeyondNetZero,vc,https://beyond-net-zero.com,,BeyondNetZero,BeyondNetZero GmbH,
Climate Innovation Capital,vc,https://climateinnovationcapital.com,,Climate Innovation Capital;Climate,Climate Innovation Capital GmbH;Climate Innovation Capital LP,
Clearvision Ventures,vc,https://clearvisionventures.com,,Clearvision Ventures;Clearvision,Clearvision Ventures GmbH;Clearvision Ventures LP,
BayWa,vc,https://baywa.com,,BayWa,BayWa GmbH,
Baruch Future Ventures,vc,https://baruch.vc,,Baruch Future Ventures;Baruch,Baruch Future Ventures GmbH;Baruch Future Ventures LP,
Autodesk Foundation,vc,https://autodesk.org,,Autodesk Foundation;Autodesk,Autodesk Foundation GmbH,
Racine2,vc,https://racine2.vc,,Racine2,Racine2 GmbH,
Ponooc,vc,https://ponooc.vc,,Ponooc,Ponooc GmbH,Julie Eeftink
Bridges Ventures,vc,https://bridgesventures.com,,Bridges Ventures;Bridges,Bridges Ventures GmbH;Bridges Ventures LP,
Nesta Impact Investments,vc,https://nestainvestments.org.uk,,Nesta Impact Investments;Nesta,Nesta Impact Investments GmbH,Lisa Barclay
Creas,vc,https://creas.es,,Creas,Creas GmbH,
Founders Future,vc,https://foundersfuture.com,,Founders Future;Founders,Founders Future GmbH,Victoire Lavigne;Thibault Magnen
Alpina Partners,vc,https://alpinapartners.com,,Alpina Partners;Alpina,Alpina Partners GmbH;Alpina Partners LP,
Unconventional Ventures,vc,https://unconventional.vc,,Unconventional Ventures;Unconventional,Unconventional Ventures GmbH;Unconventional Ventures LP,Vera Baker;Vera Baker
Fondo Bolsa Social,vc,https://bolsasocial.fund,,Fondo Bolsa Social;Fondo,Fondo Bolsa Social GmbH,
Faber,vc,https://faber.vc,,Faber,Faber GmbH,Rita Sousa
Norselab,vc,https://norselab.com,,Norselab,Norselab GmbH,Yngve Tvedt;Christian Lundvang
Oltre Venture,vc,https://oltreimpact.com,,Oltre Venture;Oltre,Oltre Venture GmbH,Susanna Potenza
Alder,vc,https://alder.se,,Alder,Alder GmbH,
Triple Jump,vc,https://triplejump.eu,,Triple Jump;Triple,Triple Jump GmbH,Giovanni Zenteno;Christophe Bochatay;Nicolas Baumgartner;Mehdi Zairi
Bamboo Capital Partners,vc,https://bamboocp.com,,Bamboo Capital Partners;Bamboo,Bamboo Capital Partners GmbH;Bamboo Capital Partners LP,Matteo Rizzi
Incofin Investment Management,vc,https://incofin.com,,Incofin Investment Management;Incofin,Incofin Investment Management GmbH,Rahul Rai
shift4good,vc,https://shift4good.com,,shift4good,shift4good GmbH,Alix Malafosse;Baumont Julien
Vital Capital,vc,https://vital-capital.com,,Vital Capital;Vital,Vital Capital GmbH;Vital Capital LP,
Silver Street Capital,vc,https://silverstreet.capital,,Silver Street Capital;Silver,Silver Street Capital GmbH;Silver Street Capital LP,
Bridges Fund Management,vc,https://bridgesfundmanagement.com,,Bridges Fund Management;Bridges,Bridges Fund Management GmbH,
Helios Investment Partners,vc,https://heliosinvestment.com,,Helios Investment Partners;Helios,Helios Investment Partners GmbH;Helios Investment Partners LP,
SEAF,vc,https://seaf.com,,SEAF,SEAF GmbH,
North Sky Capital,vc,https://northskycapital.com,,North Sky Capital;North,North Sky Capital GmbH;North Sky Capital LP,
The Rock Creek Group,vc,https://therockcreekgroup.com,,The Rock Creek Group,The Rock Creek Group GmbH,Anahita Smeets
WaterEquity,vc,https://waterequity.org,,WaterEquity,WaterEquity GmbH,
Undivided Ventures,vc,https://undivided.vc,,Undivided Ventures;Undivided,Undivided Ventures GmbH;Undivided Ventures LP,Matthew Myers;Alex Bent;Crystal Lam;Tim Forman
Aperam,vc,https://aperam.com,,Aperam,Aperam GmbH,Christophe Pompee
MENA Tech Fund,vc,https://menatechfund.com,,MENA Tech Fund;MENA,MENA Tech Fund GmbH,Omar Hassan
Jibe Ventures,vc,https://jibevc.com,,Jibe Ventures;Jibe,Jibe Ventures GmbH;Jibe Ventures LP,Shani Zanescu
Alliance Venture,vc,https://allianceventure.com,,Alliance Venture;Alliance,Alliance Venture GmbH,Robin Wänlund
G-Force,vc,https://usegforce.com,,G-Force,G-Force GmbH,Louis Warner;Caspar Gross;Marian Gazdik
FLATZHOFFMANN,vc,https://flatzhoffmann.com,,FLATZHOFFMANN,FLATZHOFFMANN GmbH,Alois Flatz;Christopher Hoffmann;Christopher Hoffmann
Transition VC,vc,https://transitionventurecapital.com,,Transition VC;Transition,Transition VC GmbH,
Nomads,vc,https://nomads.vc,,Nomads,Nomads GmbH,Wouter Gort
Lufthansa Innovation Hub,vc,https://lh-innovationhub.de,,Lufthansa Innovation Hub;Lufthansa,Lufthansa Innovation Hub GmbH,Pierric Appert;Lili Rivas;Kolin Schunck
InNegev,vc,https://innegev.com,,InNegev,InNegev GmbH,Karina Rubinstein
Starlight Ventures,vc,https://starlight.vc,,Starlight Ventures;Starlight,Starlight Ventures GmbH;Starlight Ventures LP,Patty Wexler;Andras Forgacs;Kike Miralles
Rivage Investment SAS,vc,https://rivageinvestment.com,,Rivage Investment SAS;Rivage,Rivage Investment SAS GmbH,Herve Besnard
Bold Ocean Ventures,vc,https://boldoceanventures.com,,Bold Ocean Ventures;Bold,Bold Ocean Ventures GmbH;Bold Ocean Ventures LP,Eva Greene
Prime Movers Lab,vc,https://primemoverslab.com,,Prime Movers Lab;Prime,Prime Movers Lab GmbH,Dakin Sloss;Pritha Ghosh
ICIG Ventures,cvc,https://ic-investors.com,,ICIG Ventures;ICIG,ICIG Ventures GmbH;ICIG Ventures LP,Pelin Yilmaz
Convent Capital,vc,https://conventcapital.nl,,Convent Capital;Convent,Convent Capital GmbH;Convent Capital LP,
Superchargerventures,vc,https://superchargerventures.com,,Superchargerventures,Superchargerventures GmbH,Yiran Qin
linkedin.com/company/schutjens.com,angel,https://schutjens.com,,linkedin.com/company/schutjens.com,linkedin.com/company/schutjens.com GmbH,Guido Pezzin
Atlas Ventures,vc,https://atlasven.com,,Atlas Ventures;Atlas,Atlas Ventures GmbH;Atlas Ventures LP,Duran Cesur;Onur Canlitepe
